8096,Small Bun x 5,5,20,烘焙,9750,7
8211,Whole Bread,1,25,烘焙,2340,3
8211,Whole Bread,1,25,烘焙,9755,1
8208,Thwee Kings Cake,1,25,烘焙,6948,15
8208,Thwee Kings Cake,1,25,烘焙,8103,3
8208,Thwee Kings Cake,1,25,烘焙,11916,2
8058,Foccacia x 5,5,25,烘焙,2340,15
8058,Foccacia x 5,5,25,烘焙,8094,5
14331,Krosmaster Quiche,1,25,烘焙,9751,10
14331,Krosmaster Quiche,1,25,烘焙,11916,3
14331,Krosmaster Quiche,1,25,烘焙,14379,1
8211,Whole Bread x 5,5,30,烘焙,2340,15
8211,Whole Bread x 5,5,30,烘焙,9755,5
8056,Painstry,1,30,烘焙,8099,1
8056,Painstry,1,30,烘焙,9751,10
8056,Painstry,1,30,烘焙,11916,6
13224,Umpkin Bread,1,30,烘焙,2340,3
13224,Umpkin Bread,1,30,烘焙,11531,1
13224,Umpkin Bread x 5,5,35,烘焙,2340,15
13224,Umpkin Bread x 5,5,35,烘焙,11531,5
13225,Oat Bran Bread,1,35,烘焙,2340,3
13225,Oat Bran Bread,1,35,烘焙,11532,1
8057,Felch Bread,1,35,烘焙,11441,6
8057,Felch Bread,1,35,烘焙,11518,3
8057,Felch Bread,1,35,烘焙,11916,6
14332,Bite-Size Krosmaster Cake,1,35,烘焙,11441,6
14332,Bite-Size Krosmaster Cake,1,35,烘焙,11916,6
14332,Bite-Size Krosmaster Cake,1,35,烘焙,14405,1
8095,Crummon,1,40,烘焙,3474,15
8095,Crummon,1,40,烘焙,5476,2
8095,Crummon,1,40,烘焙,11916,8
13225,Oat Bran Bread x 5,5,40,烘焙,2340,15
13225,Oat Bran Bread x 5,5,40,烘焙,11532,5
13226,Palmito Bread,1,40,烘焙,2340,3
13226,Palmito Bread,1,40,烘焙,10433,3
14333,Krosmaster Cake,1,45,烘焙,1746,2
14333,Krosmaster Cake,1,45,烘焙,11916,6
14333,Krosmaster Cake,1,45,烘焙,14377,1
13227,Manjus,1,45,烘焙,2340,3
13227,Manjus,1,45,烘焙,11533,1
11919,Hazelnutella Slice,1,45,烘焙,1746,3
11919,Hazelnutella Slice,1,45,烘焙,11102,1
11919,Hazelnutella Slice,1,45,烘焙,13222,1
13226,Palmito Bread x 5,5,45,烘焙,2340,15
13226,Palmito Bread x 5,5,45,烘焙,10433,15
13227,Manjus x 5,5,50,烘焙,2340,15
13227,Manjus x 5,5,50,烘焙,11533,5
11918,Yeast,1,50,烘焙,2340,1
11918,Yeast,1,50,烘焙,4336,3
13228,Rye Bread,1,50,烘焙,2340,3
13228,Rye Bread,1,50,烘焙,11534,1
8204,Roll Sling,1,50,烘焙,11518,5
8204,Roll Sling,1,50,烘焙,11534,7
8204,Roll Sling,1,50,烘焙,11918,3
13229,Rice Cake,1,55,烘焙,2340,3
13229,Rice Cake,1,55,烘焙,11535,1
13228,Rye Bread x 5,5,55,烘焙,2340,15
13228,Rye Bread x 5,5,55,烘焙,11534,5
12750,Kool Whip,1,55,烘焙,12555,3
14334,Share-Size Krosmaster Cake,1,55,烘焙,11918,3
14334,Share-Size Krosmaster Cake,1,55,烘焙,12750,2
14334,Share-Size Krosmaster Cake,1,55,烘焙,14378,1
11920,Hot Cross Gobb,1,55,烘焙,11469,15
11920,Hot Cross Gobb,1,55,烘焙,12750,3
13229,Rice Cake x 5,5,60,烘焙,2340,15
13229,Rice Cake x 5,5,60,烘焙,11535,5
8055,Blonde Loaf,1,60,烘焙,2340,3
8055,Blonde Loaf,1,60,烘焙,5444,4
13230,Iglair,1,60,烘焙,11522,3
13230,Iglair,1,60,烘焙,11918,10
8055,Blonde Loaf,1,65,烘焙,2340,15
8055,Blonde Loaf,1,65,烘焙,5444,20
13231,Cereal Bread,1,65,烘焙,2340,3
13231,Cereal Bread,1,65,烘焙,5444,8
8205,Golden Bun,1,65,烘焙,8099,1
8205,Golden Bun,1,65,烘焙,11471,1
8205,Golden Bun,1,65,烘焙,11918,12
13231,Cereal Bread x 5,5,70,烘焙,2340,15
13231,Cereal Bread x 5,5,70,烘焙,5444,24
13232,Cornbread,1,70,烘焙,2340,3
13232,Cornbread,1,70,烘焙,11536,1
8213,Captain Cockle,1,70,烘焙,5409,1
8213,Captain Cockle,1,70,烘焙,11473,1
8213,Captain Cockle,1,70,烘焙,11538,5
13233,Melon Bread,1,75,烘焙,2340,3
13233,Melon Bread,1,75,烘焙,13166,4
13232,Cornbread x 5,5,75,烘焙,2340,15
13232,Cornbread x 5,5,75,烘焙,11536,5
12608,Monk Bread,1,75,烘焙,12593,2
12608,Monk Bread,1,75,烘焙,12594,1
12608,Monk Bread,1,75,烘焙,13164,1
8210,Gingerhead Man,1,80,烘焙,5928,3
8210,Gingerhead Man,1,80,烘焙,11106,3
8210,Gingerhead Man,1,80,烘焙,13167,1
13234,Sunshine Bread,1,80,烘焙,2340,3
13234,Sunshine Bread,1,80,烘焙,5928,1
13233,Melon Bread x 5,5,80,烘焙,2340,15
13233,Melon Bread x 5,5,80,烘焙,13166,20
13234,Sunshine Bread x 5,5,85,烘焙,2340,15
13234,Sunshine Bread x 5,5,85,烘焙,5928,5
13235,Watermelon Bread,1,85,烘焙,2340,3
13235,Watermelon Bread,1,85,烘焙,13170,4
12626,Religieuse,1,85,烘焙,12594,6
12626,Religieuse,1,85,烘焙,12750,3
12626,Religieuse,1,85,烘焙,13168,1
8214,Humble Pie,1,90,烘焙,1783,5
8214,Humble Pie,1,90,烘焙,9746,3
8214,Humble Pie,1,90,烘焙,11101,3
13235,Watermelon Bread x 5,5,90,烘焙,2340,15
13235,Watermelon Bread x 5,5,90,烘焙,13170,20
8212,Brick Bread,1,90,烘焙,2340,3
8212,Brick Bread,1,90,烘焙,9749,1
13440,Secret Breadala,1,95,烘焙,9757,3
13440,Secret Breadala,1,95,烘焙,11535,10
13440,Secret Breadala,1,95,烘焙,13171,1
8209,Breadala,1,95,烘焙,2340,3
8209,Breadala,1,95,烘焙,9757,1
8212,Brick Bread x 5,5,95,烘焙,2340,15
8212,Brick Bread x 5,5,95,烘焙,9749,5
8209,Breadala x 5,5,100,烘焙,2340,15
8209,Breadala x 5,5,100,烘焙,9757,5
8215,Creamed Shushu,1,100,烘焙,9749,3
8215,Creamed Shushu,1,100,烘焙,9757,3
8215,Creamed Shushu,1,100,烘焙,9777,1
8215,Creamed Shushu,1,100,烘焙,12750,5
17686,Terrifying Pumpkwin,1,0,种植,17684,1
2279,Wheat Flour,1,0,种植,1752,3
17685,Smiling Pumpkwin,1,0,种植,10375,12
8099,Golden Wheat Flour,1,5,种植,7932,3
2279,Wheat Flour x 5,5,5,种植,1752,15
9750,Wheat Starch,1,10,种植,1889,1
9750,Wheat Starch,1,10,种植,4278,2
9750,Wheat Starch x 5,5,15,种植,1889,5
9750,Wheat Starch x 5,5,15,种植,4278,10
9751,Glucosyrup,1,15,种植,9268,3
12518,Tube-Shaped Fiber,1,20,种植,2340,5
12518,Tube-Shaped Fiber,1,20,种植,9268,10
8396,Api Juice,1,20,种植,1734,3
8094,Barley Flour,1,20,种植,1750,3
9755,Whole Wheat Flour,1,25,种植,1750,3
9755,Whole Wheat Flour,1,25,种植,1752,3
8094,Barley Flour x 5,5,25,种植,1750,15
11531,Pumpkin Purée,1,30,种植,1902,3
11531,Pumpkin Purée,1,30,种植,8397,1
9755,Whole Wheat Flour x 5,5,30,种植,1750,15
9755,Whole Wheat Flour x 5,5,30,种植,1752,15
11532,Oat Bran,1,35,种植,11461,2
11532,Oat Bran,1,35,种植,11462,3
11531,Pumpkin Purée x 5,5,35,种植,1902,15
11531,Pumpkin Purée x 5,5,35,种植,8397,5
9752,Eco Fiber,1,40,种植,4278,4
9752,Eco Fiber,1,40,种植,4279,4
11532,Oat Bran x 5,5,40,种植,11461,10
11532,Oat Bran x 5,5,40,种植,11462,15
11533,Bean Juice,1,45,种植,2340,2
11533,Bean Juice,1,45,种植,8288,3
11534,Rye Flour,1,50,种植,11466,3
11533,Bean Juice x 5,5,50,种植,2340,10
11533,Bean Juice x 5,5,50,种植,8288,15
11534,Rye Flour x 5,5,55,种植,11466,15
11535,Rice Vinegar,1,60,种植,2340,3
11535,Rice Vinegar,1,60,种植,11469,3
11535,Rice Vinegar x 5,5,65,种植,2340,15
11535,Rice Vinegar x 5,5,65,种植,11469,15
11536,Popcorn,1,70,种植,13163,3
11536,Popcorn x 5,5,75,种植,13163,15
5928,Sunflower Oil,1,80,种植,5443,3
17405,Sandcastle,1,85,种植,2340,35
17405,Sandcastle,1,85,种植,16784,50
17405,Sandcastle,1,85,种植,16785,3
17405,Sandcastle,1,85,种植,16797,3
17406,Sand Wall,1,85,种植,2340,35
17406,Sand Wall,1,85,种植,16784,40
17406,Sand Wall,1,85,种植,16785,3
5928,Sunflower Oil x 5,5,85,种植,5443,15
9749,Twisted Rump Spices,1,90,种植,9805,3
9749,Twisted Rump Spices x 5,5,95,种植,9805,15
9757,Peasant Flour x 5,5,100,种植,11462,15
9757,Peasant Flour x 5,5,100,种植,11466,15
17492,Cawwotene,1,100,种植,17369,3
17484,Pile of Black Cawwots,1,100,种植,2340,10
17484,Pile of Black Cawwots,1,100,种植,17251,2
17484,Pile of Black Cawwots,1,100,种植,17369,190
17465,Cawwot Stalk,1,100,种植,2340,25
17465,Cawwot Stalk,1,100,种植,6948,47
17465,Cawwot Stalk,1,100,种植,17277,4
17465,Cawwot Stalk,1,100,种植,17369,63
17468,Pile of Cawwots,1,100,种植,2340,15
17468,Pile of Cawwots,1,100,种植,6948,160
17468,Pile of Cawwots,1,100,种植,17277,3
17235,Melonbloc,1,100,种植,13170,87
17235,Melonbloc,1,100,种植,17226,60
17235,Melonbloc,1,100,种植,17227,2
9757,Peasant Flour,1,100,种植,11462,3
9757,Peasant Flour,1,100,种植,11466,3
9246,85 Kamas,1,0,造币,1848,2
9246,85 Kamas,1,0,造币,1853,1
9245,50 Kamas,1,0,造币,1848,1
9245,50 Kamas,1,0,造币,1851,2
17222,1,150 Kamas (Haven World only),1,0,造币,1853,20
17222,1,150 Kamas (Haven World only),1,0,造币,17220,1
8050,25 Kamas,1,0,造币,1846,2
8050,25 Kamas,1,0,造币,1851,1
17223,1,270 Kamas (Haven World only),1,0,造币,1856,20
17223,1,270 Kamas (Haven World only),1,0,造币,17221,1
9297,5 Kamas,1,0,造币,1846,1
14690,Light Handle,1,0,近战武器制作,1723,10
11879,Blunt Point,1,0,近战武器制作,1846,5
9431,Smithy Daggers,1,5,近战武器制作,6253,15
9431,Smithy Daggers,1,5,近战武器制作,10961,15
9446,Ha Sword,1,5,近战武器制作,2271,10
9446,Ha Sword,1,5,近战武器制作,2702,21
9457,Smithy Blade,1,10,近战武器制作,11440,44
9457,Smithy Blade,1,10,近战武器制作,11479,28
9457,Smithy Blade,1,10,近战武器制作,14690,10
9447,Datsmel's Sword,1,15,近战武器制作,1732,54
9447,Datsmel's Sword,1,15,近战武器制作,11479,23
9447,Datsmel's Sword,1,15,近战武器制作,11879,10
9466,Smithy Shovel,1,15,近战武器制作,11440,48
9466,Smithy Shovel,1,15,近战武器制作,11479,26
9466,Smithy Shovel,1,15,近战武器制作,14690,10
3836,Discord Dagger,1,20,近战武器制作,1718,18
3836,Discord Dagger,1,20,近战武器制作,5513,15
3836,Discord Dagger,1,20,近战武器制作,9781,1
3836,Discord Dagger,1,20,近战武器制作,11879,15
14691,Bendy Handle,1,20,近战武器制作,11440,10
9448,The Claw,1,20,近战武器制作,2355,9
9448,The Claw,1,20,近战武器制作,9793,1
9448,The Claw,1,20,近战武器制作,11879,12
11876,Basic Guard,1,20,近战武器制作,11479,5
9458,Chafer Blade,1,25,近战武器制作,1719,32
9458,Chafer Blade,1,25,近战武器制作,8224,57
9458,Chafer Blade,1,25,近战武器制作,11480,24
9458,Chafer Blade,1,25,近战武器制作,14690,20
9450,Pepepew Sword,1,25,近战武器制作,8078,22
9450,Pepepew Sword,1,25,近战武器制作,9781,1
9450,Pepepew Sword,1,25,近战武器制作,11480,16
9450,Pepepew Sword,1,25,近战武器制作,11879,15
14829,The Arvashin,1,30,近战武器制作,1846,20
14829,The Arvashin,1,30,近战武器制作,11876,10
14829,The Arvashin,1,30,近战武器制作,14828,4
9459,The Sad Blade,1,30,近战武器制作,4502,28
9459,The Sad Blade,1,30,近战武器制作,9781,1
9459,The Sad Blade,1,30,近战武器制作,14691,10
15360,Guano Scoop,1,30,近战武器制作,9270,47
15360,Guano Scoop,1,30,近战武器制作,14691,14
15360,Guano Scoop,1,30,近战武器制作,15356,35
5899,Truffle Shovel,1,30,近战武器制作,2379,12
5899,Truffle Shovel,1,30,近战武器制作,11481,22
5899,Truffle Shovel,1,30,近战武器制作,14691,10
9252,Royal Gobbsword,1,35,近战武器制作,1863,1
9252,Royal Gobbsword,1,35,近战武器制作,8172,40
9252,Royal Gobbsword,1,35,近战武器制作,9256,4
9252,Royal Gobbsword,1,35,近战武器制作,11876,15
9433,Ancestral Daggers,1,35,近战武器制作,9782,1
9433,Ancestral Daggers,1,35,近战武器制作,11482,20
9433,Ancestral Daggers,1,35,近战武器制作,11876,20
9432,Hell Razors,1,40,近战武器制作,5407,40
9432,Hell Razors,1,40,近战武器制作,9565,34
9432,Hell Razors,1,40,近战武器制作,11541,5
9432,Hell Razors,1,40,近战武器制作,11876,15
11882,Solid Handle,1,40,近战武器制作,1718,5
11882,Solid Handle,1,40,近战武器制作,1719,5
11568,Saw Sword,1,40,近战武器制作,11335,52
11568,Saw Sword,1,40,近战武器制作,11342,32
11568,Saw Sword,1,40,近战武器制作,11876,15
11880,Sharpened Point,1,40,近战武器制作,11480,3
11880,Sharpened Point,1,40,近战武器制作,11481,2
12448,Steam Shovel,1,40,近战武器制作,3903,15
12448,Steam Shovel,1,40,近战武器制作,5449,17
12448,Steam Shovel,1,40,近战武器制作,12434,33
12448,Steam Shovel,1,40,近战武器制作,14691,10
9460,The Goultard,1,40,近战武器制作,1863,2
9460,The Goultard,1,40,近战武器制作,4502,60
9460,The Goultard,1,40,近战武器制作,8176,38
9460,The Goultard,1,40,近战武器制作,11876,15
9460,The Goultard,1,40,近战武器制作,14691,30
12450,Pumice Stone,1,45,近战武器制作,3903,20
12450,Pumice Stone,1,45,近战武器制作,8121,28
12450,Pumice Stone,1,45,近战武器制作,11876,20
12450,Pumice Stone,1,45,近战武器制作,12435,2
9434,Penn Knives,1,45,近战武器制作,4524,41
9434,Penn Knives,1,45,近战武器制作,8177,49
9434,Penn Knives,1,45,近战武器制作,9249,10
9434,Penn Knives,1,45,近战武器制作,11876,15
9969,Hoglian Sword,1,45,近战武器制作,1848,11
9969,Hoglian Sword,1,45,近战武器制作,5410,18
9969,Hoglian Sword,1,45,近战武器制作,8182,20
9969,Hoglian Sword,1,45,近战武器制作,9783,1
9969,Hoglian Sword,1,45,近战武器制作,11876,25
9968,Hohoglion Blade,1,45,近战武器制作,1848,16
9968,Hohoglion Blade,1,45,近战武器制作,5169,33
9968,Hohoglion Blade,1,45,近战武器制作,11445,20
9968,Hohoglion Blade,1,45,近战武器制作,11484,25
9968,Hohoglion Blade,1,45,近战武器制作,14691,25
9467,Mishmashovel,1,45,近战武器制作,4455,24
9467,Mishmashovel,1,45,近战武器制作,8084,2
9467,Mishmashovel,1,45,近战武器制作,8103,8
9467,Mishmashovel,1,45,近战武器制作,11483,16
9467,Mishmashovel,1,45,近战武器制作,14691,20
11592,Spite Dagger,1,50,近战武器制作,10334,17
11592,Spite Dagger,1,50,近战武器制作,10336,8
11592,Spite Dagger,1,50,近战武器制作,11101,40
11592,Spite Dagger,1,50,近战武器制作,11880,10
9468,Golden Rhizome,1,50,近战武器制作,1848,12
9468,Golden Rhizome,1,50,近战武器制作,5569,36
9468,Golden Rhizome,1,50,近战武器制作,8406,30
9468,Golden Rhizome,1,50,近战武器制作,11882,15
12052,Pop Fizz Bottle,1,50,近战武器制作,5476,45
12052,Pop Fizz Bottle,1,50,近战武器制作,11518,15
12052,Pop Fizz Bottle,1,50,近战武器制作,11547,3
12052,Pop Fizz Bottle,1,50,近战武器制作,11880,15
12101,The Harshey,1,50,近战武器制作,5476,50
12101,The Harshey,1,50,近战武器制作,7932,1
12101,The Harshey,1,50,近战武器制作,11557,1
12101,The Harshey,1,50,近战武器制作,11880,10
3332,Nine Tails,1,50,近战武器制作,8181,31
3332,Nine Tails,1,50,近战武器制作,9566,23
3332,Nine Tails,1,50,近战武器制作,9602,13
3332,Nine Tails,1,50,近战武器制作,11540,9
3332,Nine Tails,1,50,近战武器制作,11880,15
9470,Munster Shovel,1,55,近战武器制作,5169,15
9470,Munster Shovel,1,55,近战武器制作,8120,1
9470,Munster Shovel,1,55,近战武器制作,8397,35
9470,Munster Shovel,1,55,近战武器制作,9764,40
9470,Munster Shovel,1,55,近战武器制作,11882,25
17757,Staff of Great Wisdom,1,55,近战武器制作,5886,5
17757,Staff of Great Wisdom,1,55,近战武器制作,11485,7
17757,Staff of Great Wisdom,1,55,近战武器制作,11882,18
17757,Staff of Great Wisdom,1,55,近战武器制作,17762,5
17757,Staff of Great Wisdom,1,55,近战武器制作,17763,2
17757,Staff of Great Wisdom,1,55,近战武器制作,17862,10
9970,Hifipod Shovel,1,55,近战武器制作,1848,7
9970,Hifipod Shovel,1,55,近战武器制作,6420,2
9970,Hifipod Shovel,1,55,近战武器制作,8117,26
9970,Hifipod Shovel,1,55,近战武器制作,9786,1
9970,Hifipod Shovel,1,55,近战武器制作,11882,25
9967,Cutting Edgies,1,55,近战武器制作,1848,15
9967,Cutting Edgies,1,55,近战武器制作,8112,9
9967,Cutting Edgies,1,55,近战武器制作,8115,16
9967,Cutting Edgies,1,55,近战武器制作,9765,57
9967,Cutting Edgies,1,55,近战武器制作,11880,20
9435,Feti Daggers,1,55,近战武器制作,5510,40
9435,Feti Daggers,1,55,近战武器制作,6422,24
9435,Feti Daggers,1,55,近战武器制作,7512,12
9435,Feti Daggers,1,55,近战武器制作,8407,22
9435,Feti Daggers,1,55,近战武器制作,11880,20
9471,Mechba Shovel,1,60,近战武器制作,6162,49
9471,Mechba Shovel,1,60,近战武器制作,8082,36
9471,Mechba Shovel,1,60,近战武器制作,11103,60
9471,Mechba Shovel,1,60,近战武器制作,11522,5
9471,Mechba Shovel,1,60,近战武器制作,11882,20
11878,Smelly Ointment,1,60,近战武器制作,4455,5
11878,Smelly Ointment,1,60,近战武器制作,8172,5
14692,Sharp Point,1,60,近战武器制作,11483,3
14692,Sharp Point,1,60,近战武器制作,11485,2
15329,Whirly Sword,1,60,近战武器制作,5410,18
15329,Whirly Sword,1,60,近战武器制作,5411,32
15329,Whirly Sword,1,60,近战武器制作,5426,30
15329,Whirly Sword,1,60,近战武器制作,11882,19
15329,Whirly Sword,1,60,近战武器制作,15333,3
5580,Conquered Raziel,1,60,近战武器制作,1853,20
5580,Conquered Raziel,1,60,近战武器制作,5510,78
5580,Conquered Raziel,1,60,近战武器制作,8407,33
5580,Conquered Raziel,1,60,近战武器制作,8412,52
5580,Conquered Raziel,1,60,近战武器制作,11880,20
5580,Conquered Raziel,1,60,近战武器制作,11882,20
17745,Dreamy Blade,1,70,近战武器制作,11484,20
17745,Dreamy Blade,1,70,近战武器制作,11878,15
17745,Dreamy Blade,1,70,近战武器制作,12378,4
17745,Dreamy Blade,1,70,近战武器制作,12379,1
17735,Crobak Dagger,1,70,近战武器制作,5433,140
17735,Crobak Dagger,1,70,近战武器制作,5436,70
17735,Crobak Dagger,1,70,近战武器制作,5438,3
17735,Crobak Dagger,1,70,近战武器制作,14692,50
17736,Clergyman Sword,1,75,近战武器制作,11481,34
17736,Clergyman Sword,1,75,近战武器制作,12594,46
17736,Clergyman Sword,1,75,近战武器制作,14692,20
14666,Sharpened Claymore,1,75,近战武器制作,11878,20
14666,Sharpened Claymore,1,75,近战武器制作,12640,51
14666,Sharpened Claymore,1,75,近战武器制作,13096,64
14666,Sharpened Claymore,1,75,近战武器制作,13144,45
14673,Cake Shovel,1,75,近战武器制作,11878,25
14673,Cake Shovel,1,75,近战武器制作,13106,77
14673,Cake Shovel,1,75,近战武器制作,13182,34
14673,Cake Shovel,1,75,近战武器制作,14354,55
14693,Ancestral Handle,1,80,近战武器制作,5426,3
14693,Ancestral Handle,1,80,近战武器制作,10737,3
14693,Ancestral Handle,1,80,近战武器制作,12004,3
14694,Slicing Point,1,80,近战武器制作,1856,2
14694,Slicing Point,1,80,近战武器制作,13178,2
14694,Slicing Point,1,80,近战武器制作,13180,1
15406,Ratto Rake,1,80,近战武器制作,3565,9
15406,Ratto Rake,1,80,近战武器制作,11878,22
15406,Ratto Rake,1,80,近战武器制作,12639,11
15406,Ratto Rake,1,80,近战武器制作,12641,16
15406,Ratto Rake,1,80,近战武器制作,13182,18
15406,Ratto Rake,1,80,近战武器制作,15408,2
17737,Bluestar Sword,1,80,近战武器制作,11481,40
17737,Bluestar Sword,1,80,近战武器制作,12469,4
17737,Bluestar Sword,1,80,近战武器制作,12470,1
17737,Bluestar Sword,1,80,近战武器制作,14692,20
15217,Free Radigger,1,85,近战武器制作,11878,20
15217,Free Radigger,1,85,近战武器制作,15219,14
15217,Free Radigger,1,85,近战武器制作,15220,2
15217,Free Radigger,1,85,近战武器制作,15221,10
15217,Free Radigger,1,85,近战武器制作,15222,2
14657,Tyse Pick,1,85,近战武器制作,1783,43
14657,Tyse Pick,1,85,近战武器制作,5461,38
14657,Tyse Pick,1,85,近战武器制作,14355,62
14657,Tyse Pick,1,85,近战武器制作,14692,25
14674,Masked Shovel,1,85,近战武器制作,5461,32
14674,Masked Shovel,1,85,近战武器制作,11498,25
14674,Masked Shovel,1,85,近战武器制作,11878,35
14674,Masked Shovel,1,85,近战武器制作,13144,45
14674,Masked Shovel,1,85,近战武器制作,14358,68
14660,Assassin #1337's Daggers,1,90,近战武器制作,5474,41
14660,Assassin #1337's Daggers,1,90,近战武器制作,13106,68
14660,Assassin #1337's Daggers,1,90,近战武器制作,13153,30
14660,Assassin #1337's Daggers,1,90,近战武器制作,14359,2
14660,Assassin #1337's Daggers,1,90,近战武器制作,14694,40
14662,Soul Eater,1,90,近战武器制作,11445,80
14662,Soul Eater,1,90,近战武器制作,13112,20
14662,Soul Eater,1,90,近战武器制作,14424,30
14662,Soul Eater,1,90,近战武器制作,14425,2
14662,Soul Eater,1,90,近战武器制作,14694,35
16792,Captain's Hook,1,90,近战武器制作,5461,3
16792,Captain's Hook,1,90,近战武器制作,13106,10
16792,Captain's Hook,1,90,近战武器制作,14693,20
16792,Captain's Hook,1,90,近战武器制作,16783,5
16792,Captain's Hook,1,90,近战武器制作,16784,21
16792,Captain's Hook,1,90,近战武器制作,16785,3
14667,Shushu Slicer,1,95,近战武器制作,5474,38
14667,Shushu Slicer,1,95,近战武器制作,13096,70
14667,Shushu Slicer,1,95,近战武器制作,14418,54
14667,Shushu Slicer,1,95,近战武器制作,14421,80
14667,Shushu Slicer,1,95,近战武器制作,14693,45
14663,Zeorus's Blade,1,100,近战武器制作,6121,99
14663,Zeorus's Blade,1,100,近战武器制作,8403,30
14663,Zeorus's Blade,1,100,近战武器制作,9256,50
14663,Zeorus's Blade,1,100,近战武器制作,9779,10
14663,Zeorus's Blade,1,100,近战武器制作,11556,20
14663,Zeorus's Blade,1,100,近战武器制作,11587,20
14663,Zeorus's Blade,1,100,近战武器制作,14700,1
14813,Azael's Twin Daggers,1,100,近战武器制作,8403,30
14813,Azael's Twin Daggers,1,100,近战武器制作,9256,50
14813,Azael's Twin Daggers,1,100,近战武器制作,9558,20
14813,Azael's Twin Daggers,1,100,近战武器制作,9641,99
14813,Azael's Twin Daggers,1,100,近战武器制作,9779,10
14813,Azael's Twin Daggers,1,100,近战武器制作,11549,20
14813,Azael's Twin Daggers,1,100,近战武器制作,14700,1
14675,Exi's Ancestral Shovel,1,100,近战武器制作,6572,99
14675,Exi's Ancestral Shovel,1,100,近战武器制作,8403,30
14675,Exi's Ancestral Shovel,1,100,近战武器制作,8404,20
14675,Exi's Ancestral Shovel,1,100,近战武器制作,9256,50
14675,Exi's Ancestral Shovel,1,100,近战武器制作,9779,10
14675,Exi's Ancestral Shovel,1,100,近战武器制作,11545,20
14675,Exi's Ancestral Shovel,1,100,近战武器制作,14700,1
14669,Tot's Great Big Sword,1,100,近战武器制作,8403,30
14669,Tot's Great Big Sword,1,100,近战武器制作,9256,50
14669,Tot's Great Big Sword,1,100,近战武器制作,9779,10
14669,Tot's Great Big Sword,1,100,近战武器制作,10370,99
14669,Tot's Great Big Sword,1,100,近战武器制作,11561,20
14669,Tot's Great Big Sword,1,100,近战武器制作,11599,20
14669,Tot's Great Big Sword,1,100,近战武器制作,14700,1
16117,Blade O'Wulf,1,100,近战武器制作,14693,26
16117,Blade O'Wulf,1,100,近战武器制作,15827,60
16117,Blade O'Wulf,1,100,近战武器制作,15928,20
16117,Blade O'Wulf,1,100,近战武器制作,16011,18
16083,Ice Shovel,1,100,近战武器制作,14693,25
16083,Ice Shovel,1,100,近战武器制作,15843,60
16083,Ice Shovel,1,100,近战武器制作,16011,27
16825,Jelly Sword,1,100,近战武器制作,9790,1
16825,Jelly Sword,1,100,近战武器制作,13110,5
16825,Jelly Sword,1,100,近战武器制作,14693,5
16825,Jelly Sword,1,100,近战武器制作,16810,28
16825,Jelly Sword,1,100,近战武器制作,16811,2
16825,Jelly Sword,1,100,近战武器制作,16823,5
11879,Blunt Point,1,0,远程武器制作,1846,5
14690,Light Handle,1,0,远程武器制作,1723,10
7575,Shurikards,1,5,远程武器制作,2271,10
7575,Shurikards,1,5,远程武器制作,6363,14
