2089,豆芙护肩,如果你发现有豆芙在你的背后跑来跑去，不要害怕！他们只是觉得你是他们的同类！
2090,豆芙盾,啊，这块盾牌明显已经干掉一个可怜虫了...
2145,拳头,用拳头可抓不住苍蝇，但是可以打扁它。
2175,口袋,别再傻傻地双手插口袋了，它们还可以用来放别的东西。
2198,小豆芙指针,这根小巧的时钟指针被铭刻在了豆芙的骨头里。千万不要把它和真正的豆芙脆骨搞混了。
2200,莱利短剑,当你割开敌人的喉咙的时候，你开心得想唱歌...但是多重任务会比你想象中更吃力！
2201,迪卡龙之剑,它不能让你成神，也不能窃取敌人的力量。它只能砍下敌人的头。好吧，这并不是最糟的。
2214,皇家啾啾帽,轻便的帽子，可是不适合你的大头。
2236,Wooden Dofus,This copy of a dragon egg is made of wood. A fake Dofus that should delight the amateurs, as well as those who need to darn their socks.
2237,Iop Statuette,A little Iop in baked earth. Let's be honest, it's an ugly old thing, but what do you expect, it was made by a ghost.
2243,榛木板,梦幻般的榛木板。十分平整。
2246,羊毛,看见这堆羊毛，人们第一反应居然不是洁白、纯洁这样的形容词，对此精神脆弱的绵球们有点小伤心。
2248,羊皮,即便你拔掉了羊毛，羊皮上仍然散发着一股刺鼻的气味。然而，羊皮却是制造盾牌的上佳选择。
2254,豆芙羽毛,黄色羽毛，可爱小巧。用它来挠你朋友或者敌人的脚底。
2255,豆芙蛋,偷蛋人死全家！
2264,幽灵巢穴的钥匙,幽灵武装守卫徽章的简化版。阿达麦几分钟之内就破解了它。承认吧，它只有50%的概率能打开大门。
2271,白蜡木板,一棵被砍成两截的树...其实是木板。
2279,小麦面粉,制作面包蛋糕的必备原料。
2281,永恒尘埃,来自远古的尘埃，效力惊人。能让一切事物迅速衰老。很神奇吧！
2292,大镰刀,镰刀手和纸张的边缘一样锋利。你甚至能用它们来收割小麦。
2293,锄头,宝藏猎人的谚语总是言简意赅...比如『出门挖宝的时候记得要带锄头』，说得太对了。
2294,红色啾啾帽,啾啾为了这顶帽子献出了生命。不用太内疚，是养殖的。
2295,蓝色啾啾帽,啾啾为了这顶帽子献出了生命。不用太内疚，是养殖的。
2296,紫色啾啾帽,啾啾为了这顶帽子献出了生命。不用太内疚，是养殖的。
2297,绿色啾啾帽,啾啾为了这顶帽子献出了生命。不用太内疚，是养殖的。
2298,红色啾啾披风,轻若无物的披风。事实上，它和啾啾大脑一样轻！
2299,蓝色啾啾披风,轻若无物的披风。事实上，它和啾啾大脑一样轻！
2300,紫色啾啾披风,轻若无物的披风。事实上，它和啾啾大脑一样轻！
2301,绿色啾啾披风,轻若无物的披风。事实上，它和啾啾大脑一样轻！
2306,红色啾啾腰带,以爱之名，倾心打造。以一簇鲜亮的羽毛点缀，魅力倍增。
2307,蓝色啾啾腰带,以爱之名，倾心打造。以一簇鲜亮的羽毛点缀，魅力倍增。
2308,紫色啾啾腰带,以爱之名，倾心打造。以一簇鲜亮的羽毛点缀，魅力倍增。
2309,绿色啾啾腰带,以爱之名，倾心打造。以一簇鲜亮的羽毛点缀，魅力倍增。
2310,红色啾啾爪靴,靴子奇迹般地增大了数倍，足够让你穿上。现在你可以放心坐在树枝上了，小心，也许会压断树枝掉下来...
2311,蓝色啾啾爪靴,靴子奇迹般地增大了数倍，足够让你穿上。现在你可以放心坐在树枝上了，小心，也许会压断树枝掉下来...
2312,紫色啾啾爪靴,靴子奇迹般地增大了数倍，足够让你穿上。现在你可以放心坐在树枝上了，小心，也许会压断树枝掉下来...
2313,绿色啾啾爪靴,靴子奇迹般地增大了数倍，足够让你穿上。现在你可以放心坐在树枝上了，小心，也许会压断树枝掉下来...
2337,蜜雪儿魔力胸针,[ADMIN] 蜜雪儿特别喜欢这个胸针。她自恋极了，无论在家里还是在工作，她总是情不自禁，她对于暴击率简直着了魔。
2340,一桶水,纯天然绿色灌装，这种纯净，柔和的水会给你带来前所未有的微妙口感，要确保没有绵球或者其他什么东西在里面小便之类的...
2355,精海盐,神奇的粉末，有很多用途...可以在洒在咕咕的尾巴上，从而轻易抓住它们，也可以喷在你的左肩上，施展诡异的巫毒法术。当然也可以用作调味品。
2357,羊奶,永远不要告诉一只绵团她的奶有股怪味。既然你喝不下她的奶，她也容不下你...
2379,桦木板,面点师的最爱：他们烤面包时就用这块板！
2385,波普里帽,木头的淳朴气息伴你左右。能有效掩盖掩盖某些植物术士散发出的气味。
2395,梅姆巴,梅姆巴是一只不恐高的幸运猫...他认为他始终能安然脱险。然而有一天，他碰到一只饥饿的巨魔...
2396,拉克指环,传说可以保护穿戴者免受天气变化影响，当然，对于奥古之乱你可别指望它能有什么作为！
2397,非床腰带,巨大的帆状植物，经常被冒险者用作吊床，因此得名。
2400,夏威夷胸衣,夏威夷胸衣是时尚人士的必备选择，但它还有一个优点，它能让你的敌人向着反方向逃跑。
2401,绿叶剑,可以欣赏植物的地方有很多：田野中、罐子里、手帕里...或者是强有力的锋利宝剑。骑士制造。
2408,木制斧,还不如鼠牙锋利，但是分量却不轻。
2504,蓝蓟,有点扎手，但是外观十分迷人。对于消化系统也有所裨益。天啊，还有什么事情是蓝蓟不能做到的？
2542,约翰指环,[ADMIN] 约翰是字幕组的成员，成天码字吐槽。这个戒指让他无槽可吐。
2571,必死宝剑,[ADMIN] 它杀了所有人，甚至是它的主人...让人想起那个只知道滥用管理员指令的家伙，他甚至都不知道那些指令是什么意思...
2603,破旧的麻布袋,这个袋子并不是什么特殊的东西，看起来很普通，打开它随便放点你想放的东西吧。
2634,假发,深受宝藏猎人欢迎。
2643,艾克赛特护肩,关于这对护肩，有很多故事...
2673,细枝短棍,看起来像是从林地里随意捡起的一根老树枝。但是用来自卫也绰绰有余了。
2675,嫩枝魔杖,构造简单的魔杖，普普通通。
2676,疯鸟锤,谁想得到一只被自己的便便困住的豆芙能制造出一把坚硬的锤子？退一步讲，根本没人能想到他能做出锤子来。
2682,变异粘胶,粘稠的液体一滴滴掉下来，泛着淡淡的绿光。你开始后悔捡起来了...
2693,绵球唾液,具有强腐蚀性。稍稍一接触就会手指腐烂。
2696,先锋犄角,现在你要抓住这只绵球会很难。
2698,粉色啾啾蛋,十分小巧的蛋。吃下去的时候你发现咬到的全是蛋壳。
2702,啾啾嘴,无论用作衣帽架还是门楔，或者当做壁炉架上的装饰品，啾啾嘴都会让你看起来很没品味。
2709,野猪獠牙,要用手摸摸咕哩獠牙不太容易，通常情况下，獠牙上会插着一只小动物...
2719,甘露,邪恶的植物上留下的露水。好甜！
2731,羊腿,用新鲜的羊炼乳烹制，宴会佳品！
2732,鸡肉,除去鸡毛、鸡脚和嘴之后，你就可以拿这一小块肉去喂其他咕咕了。世界真奇妙...
2734,炖豆芙,除掉豆芙的四肢之后，你的炖豆芙已经做好一半了！真棒！为孩子们做个可口的豆芙汉堡吧。
2816,地穴兽之刃,像头地穴兽一样在战场里横冲直撞，然后用这柄骨剑给与敌人致命一击。
2822,玩具戒指,没有比它更便宜的戒指了！
2865,烤肉护符,贪婪的冒险者争先恐后地来争抢这种美食。
2869,佩里克里之剑,吞剑人佩里克里制造了这柄剑，用以保证他的喉咙滋润。不幸的是，他没有活到这柄剑派上用处的那一天。
2895,艾伦戒指,[ADMIN] 这种作弊用的东西，有什么好描述的呢！（蕾顿：反正也没人会看的啊。）
2957,西卡护符,帮助西卡·英格拉斯熬过了无数次绵球军的背叛。
2960,润喉项链,实际上只是一块糖果。在你把它塞进嘴巴之前，你要知道它曾经被共计36代女兽人的胳肢窝蹂躏过。
2986,古格诺尔项链,由在一桶啤酒中浸泡了5000年的月亮石制成。它威力十足。
2990,细枝护符,纯木制成。伐木工认为它能完成不可能的任务。
3018,收缩指环,小巧精致。
3026,阿格利什指环,虽然它不值分文，阿玛克纳收藏家会为了这个戒指抢破脑袋。
3332,九尾剑,传说艾卡菲利在成神前使用的武器。它由艾卡菲利的九条尾巴中的一条制成。
3442,魔族铲,农夫们的最爱，尤其是种土豆的。现在没有人可以阻止你种土豆了！
3474,蘑菇,名字听起来很酷。但是不要被耍了...它能造成恶心以及恶臭。
3552,Firestarter,Burn it all! 
3565,鼠须,削尖之后是一件强大的武器，用来搔敌人的脚底板再好不过了。
3566,鼠尾,可以用来制成鞭子或者腰带...能用就好！
3574,老鼠便便,为什么要捡起来？实在太恶心了！
3599,先锋斧,挥舞着这柄大斧，你仿佛变成了『意见领袖』。如果有人和你意见不一致，喷死他。来，战至灰烬吧！
3601,藏哀弓,制造这把弓的匠人，马弓·藏哀，也不知道如何使用它。他打败敌人的同时，也弄伤自己。
3608,卡普奇诺披风,制造这件披风只有一个目的：它必须连着数天都能让主人清醒着。
3610,臼齿锤,由绵球犄角、臼齿以及一些毛皮制成。既能割草，也能收割头颅。
3611,帕蒂剑,拾起一坨绵球便便，朝敌人的脸上扔过去。简单来讲，一柄十分...高端的武器。
3625,Insomniac Lantern,Before deciding to use it, remember it uses dried Gobball pats as fuel. Like a lantern that burns the eyes! 
3640,Torch,
3663,菊芋片,嗯嗯...新鲜的菊芋片，用榛子油浸泡过。你觉得饿了，对吗？
3745,松脆蜘蛛腿,闪亮松脆的蜘蛛腿为美食家的餐桌增色不少。害怕蜘蛛的人还是老实点吃牛蛙腿的好。
3752,蜘蛛丝,蜘蛛丝的粘度足以修复任何损坏的物品...只要你能用手把它们分开。
3753,蜘蛛腿,据说蜘蛛腿能带来好运。如果不起作用的话，就直接吃掉它们。作为开胃菜十分可口。
3791,Little Seller's Match,So cute, the little pyromaniac! 
3812,绵球卡牌,为了保证触感更舒适，卡牌的边缘镶上了羊毛，骚气熏人。
3823,秃鹰轻弓,为猎鸟人专门打造。轻便易用，擅于攻击敌人的弱点。
3827,粉碎法杖,毫无疑问，这柄法杖能毁坏一切！无论是骷髅、软骨，还是其他任何东西都不堪一击！聆听敌人骨头粉碎的美妙音乐吧...
3833,忠诚卡牌,被幸运猫姑娘们用来惩罚出轨的情人...割掉身体的一部分...一定是手，我确定。
3835,阿格尔匕首,能让你脾气暴躁的匕首！毫无任何征兆，匕首就飞出去了！匕首再也不好用了...
3836,争执匕首,激进的匕首，如果你和它有摩擦，它立刻就会背叛你！
3849,食言剑,你再一次输给了你的冲动...你说过这是一柄你再也不会碰的宝剑。下次再也别这么说了，没人会相信你的！
3864,豆芙团子,如果你喜欢既能填饱肚子也兼顾营养均衡的菜肴...那么豆芙团子不该是你的选择！
3886,夺命匕首,这个匕首对于止疼有着惊人的效果，非常适合那些不想听到他们对手哭泣的人佩戴，那些觉得它很有趣的家伙们实在太坏了。
3893,回归法杖,永远不要遗弃它，因为它记得返回的路，并且始终都会盯着你的软肋攻击。可以作为礼物送给你亲爱的敌人。
3894,碎指杖,让淘气的冒险者们学乖的理想武器。我们已经提前告诉他们了。
3895,田园残根,小贴士：不可食用！
3896,花冠,你值得拥有。
3898,田园残渣,植物残渣装成一瓶。真美味！
3903,碎石者的金牙,别搞错了：并不是因为牙齿不健康而导致牙齿呈金黄色，而是因为他们喜欢亮闪闪的东西。
3919,剃须斧,曾经属于一位宝藏猎人。你得注意使用时不能拿反了。
3920,服装袋,这个袋子只是个普通的不能再普通的袋子，打开它随便放点你想放的东西吧。
3921,铁斧,有些人仍然认为，这把斧子除了用来战斗，还能用来砍树。人们总是轻信谣言...
3924,精灵轻弓,弓就是你的生命。敌人会无情地执行命令...现在轮到你了...
3941,细枝卡牌,刻在木头上的漂亮卡牌，足够让豆芙在恐惧中颤抖！
3945,滴答指针,不停地挠主人的手心，让无聊的冒险者在战斗中享受额外乐趣。
3952,吹风锤,发出的烦人声音足够把你的敌人逼疯！你也一样...
3953,击晕锤,专挑年轻的勇士下手...
3957,战斗钉锤,完全不能用来敲钉子。幸运的是，你只需要想办法往敌人的嘴上敲钉子就可以了。
3959,牧羊杖,镶铁的手杖，雕刻着绵球图案。用来击打别人的时候，你会听到一声响亮的『哎呦』！
3961,短剑,这柄剑总是在不该笑的时候咯咯傻笑。不是在嘲笑敌人，而是在嘲笑你。
3974,鲨鱼坚盾,不放心自己辛辛苦苦挣来的卡玛的人有福了。有了此盾，他们大可安心。
3976,酒馆护盾,由酒馆招牌制成的护盾，能保证你不头痛，大概是这样...恩，没错的。
3988,恒久指环,轮廓硬朗的钻戒。毫无疑问，敌人的注意力会被你吸引过来...
4012,测试弓,
4033,灭族之剑,轻轻一击，就可以灭绝天行者一家。
4035,圆飞镖,
4040,高科技魔杖,爱炫耀的人都喜欢，是十二世界中最精华的部分。
4042,炸药法杖,用力摇动这把法杖，会冒出点点火星，最终猛烈爆炸。倒霉的锐村·东东曾经把它别在腰间...
4053,菜刀,很明显，大妈图巴曾经用它剁羊肉，榨取肉汁。
4057,机械铲,相信简约即完美的人会爱上这把铲子。你只需要轻按上面的按钮，它就会自动工作。糟糕的是，还没有人找到那个按钮。
4068,安娜袋子,[ADMIN] 你可以将任意物品放进这个袋子里。特别是杰夫那里抢来的装备。
4073,Ring,Ouch! It burns!
4078,Shining Shield 3 Blue,This shield makes light, oh yes, it exists... 
4088,Little Inooni Lantern,
4089,Little Inooni Lantern,
4135,My tur,But what is a 'tur'? Try it out, you're in for some turbulent times.
4136,Ticket Tac,... Rescue Rangers...  
4137,Staggered Summons,
4141,正宗波维瑟轻靴,这双靴子（或者说靴子的臭气）制造时曾受过一位知名模特的启发。穿上之后你会觉得对自己充满自信，比以前动作更快，也更坚强。
4144,风扇盾,如果队友快没气了，这块盾可以救他一命！随便挥挥，即刻起效。
4145,细枝护盾,听起来很厉害的样子。新手用不错。
4146,年轮,这只树皮覆盖的戒指将成为你的战斗利器。
4150,咕哩胸甲,为你的胸部提供特殊保护。别担心，即便是男人也能提供很好的保护。
4161,多毛披风,这件披风散发着一股刺鼻的气味。其实只是多种怪物毛皮的混合物而已。
4164,救济指环,看上去普普通通，不值什么钱。但是一旦破产，你会巴不得卖了它。前提是你能找到买家。
4165,赫莉·梅德尔,赫莉是一位伊欧普的信徒。她立志扫平四方恶魔。她从不乱发脾气，除非有人以为她是胆小鬼。
4172,复活戒指,坚不可摧，这就是管理员厉害的地方。永远打不死！
4173,Phoenix Feather,
4174,Transport Ticket,
4179,鼠毛,比糖还甜，但是十分耐用。
4181,魅惑树皮,就是一块树皮而已，会自己走动，会咯吱人。很普通的，对吧。
4183,蜘蛛汁液,风味雅致，当心别被蜘蛛咬到...
4185,测试选票,在麦欧索特国[#1]开始的选举期间有效。选择你心目中的候选人。所有候选人必须在专用的选票箱里于截止日之前投下选票。
4192,缓冲之盾,不要和同品牌的东西混淆了。
4197,Sandhi Amulet,This watch seems to have got clogged up with the sands of time. Even broken, it's still terrifyingly powerful!
4205,莫问披风,只有一条忠告：别穿！
4207,贴身披风,即便你像龙成一样飞檐走壁，也抖不掉这件轻盈的披风。
4208,伊藤·拉肖恩披风,曾经属于战争领主斯特拉克尔大帝的披风。他拥有出色的战略才能，迫不及待地想要征服世界。
4209,岩石披风,又硬又重。可以用来当盾用。
4211,命令披风,为穿戴者带来尊严。
4215,塞芬披风,和塞芬本人一样优秀的披风。轻轻一吹就会随风飘走。
4218,道奇头盔,由奥金纳克残骸以及其他残渣制成。因为长期由恐怖的古尔洛拥有，道奇成为了荒凉的象征。
4220,矿工盔,为饥渴的矿工准备。
4224,克朗普的头盔,华丽的皮革头盔，曾经属于尤伊克·克朗普，祖尔格的表兄。他们都十分喜欢紧身皮衣。
4226,细枝腰带,如果你拥有一个伐木工之魂并且深爱着大大的木结，那么这个腰带正好适合你，当然它也可能是你的不幸。
4229,空气虫腰带,是的，你没看错。唯一帮你提起裤子的东西，就是从腰带里渗出的粘稠液体。
4230,土匪腰带,土匪们增加了他们腰包的空间，以免抢劫的时候装不下。
4237,鲁苏苏腰带,这条腰带有很多不同的传说，但是所有人都知道那是瞎说！
4240,斯沃克斯肩甲,唤醒你内心的野兽。
4245,欧尼斯,
4248,空气虫护肩,黏糊糊的护肩，让人恶心。就算是你老妈也不愿意拥抱你。
4251,乌尔里克·厄雷尔肩甲,外形看起来好像你随身携带的钱包。当你输掉战斗的时候，可以装作你勇敢战斗过的样子。
4262,商业庇护宝石,商业庇护宝石：为热爱做生意，同时也会审时度势的冒险者精心准备。
4263,混乱庇护宝石（装饰品）,就像汤姆·阿林曾经说的：即便是圆形的屋子也有可以装饰的角落存在！
4264,制造业庇护宝石,不想再四处转圈寻找作坊了？拥有了这枚宝石，你就拥有了专业的工作室！
4266,花园庇护宝石,纵观历史，魔术师总是能从帽子里掏出疯兔。有了这枚宝石，他们可以从口袋里掏出萝卜了！
4269,Kwismas Tree Scroll,
4273,荨麻种子,我也不知道你为什么要选荨麻...它只会让你双手瘙痒难忍。
4275,蓝蓟种子,现在是一颗种子，未来是一片蓝蓟花田。你只需要把它种在养分充足的地方就可以了，比如说敌人的裤裆里...
4278,麦秸,总有人把麦秸当做最后的稻草。
4279,大麦秸,用于编织篮子，篮子里可以用来放大麦茶。大麦真有用！
4280,渔夫的涉水靴,为双腿修长的自恋渔夫设计。
4282,史酷比靴,十分舒适，能照顾好你的灵魂...
4313,板钉胸甲,能有效防护朝向胸口的重击...副作用是让你呼吸困难。
4314,野兽胸甲,袒露内心真实的自己。
4317,特弗龙胸甲,
4321,巴莱克胸甲,肯定是他。那两条鲜黄的肩带就是最好证据。
4322,胜利胸甲,献给胜利者的胸甲！
4326,好奇喵重靴,曾属于一名幸运猫，但是他喜欢赤脚走路，所以他只穿了一次，以后再也没穿过。
4327,兽人靴,远看近看都像是一双经典款式的兽人靴。
4328,松糕鞋,专为因身高问题而烦恼的冒险家而设计。
4335,菊芋种子,如此可爱的种子怎么会变成丑陋的蔬菜？你现在可以体会你的父母是怎么想的了...
4336,恶臭菌孢子,它们味道相近，但是恶臭菌孢子与埃努卓人的肉粉并不冲突。
4346,迷你货架,方便小巧，是庇护袋的标准配置。不过要是想建立起一个商业帝国，你还有很长的路要走。
4353,消耗品货架,对于那些消耗起来无节制的人，这是个理想的货架！
4440,面麻种子,这颗种子可以生长成漂亮的花朵。让人忍不住想亲手培育出这么漂亮的花朵。
4441,面麻花,请确保你捡起来的花瓣是单数。这样你可以轻松赢得『他喜欢我，他不喜欢我』大挑战。
4442,蕨孢子,蕨孢子是很小的颗粒。同时又被称作伊欧普脑袋。
4443,绒毛蕨叶,蕨叶十分漂亮，经常被用来装点内衣和短裤。
4444,三叶草种子,如果找到了这种珍稀的种子，你会交好运的。或者，你有这方面天分。
4455,棘木,制造盾牌时的常用材料。缺点是你的敌人会被挂在上面。
4502,灵魂精髓,只有幽灵才能制造出这么奇怪的物质。好吧，也有可能是一只发情的绵团...
4524,树灵脂,摩擦树精的树干几分钟后你就可以得到这种精华，它的作用主要是用来制备止咳糖浆。
4527,细枝靴,当这双靴子穿在你的脚上的时候，你将会感到...你靴子上有你的脚趾。
4528,草帽,倒过来放就可以用作水果篮子，又或者是沿街乞讨的容器。现代科技真先进。
4535,稻草篮子,篮子里有些什么？起司！
4537,Baahg,This very beautiful Baahg goes "baaaah" when you drag items. Nah, that's not true...  but admit that it could have been! 
4543,Boost,
4574,Mount,
4592,杂物货架,魔法卷轴，神秘的钥匙...很多迷人的小物件都能放在上面。真是一件代表了科研奇迹和最新技术的发明！
4606,戒指等级 05,测试戒指等级 05
4607,戒指等级 10,测试戒指等级 10
4608,戒指等级 15,测试戒指等级 15
4609,戒指等级 20,测试戒指等级 20
4610,戒指等级 25,测试戒指等级 25
4611,戒指等级 30,测试戒指等级 30
4612,戒指等级 35,测试戒指等级 35
4613,戒指等级 40,测试戒指等级 40
4615,雷光刺针,无情地攻击敌人的弱点。
4620,创生宝石,创生之力结晶在一块宝石里，实在太棒了！
4622,Wakfued Sword,A sword stuffed with pure Wakfu. 
4623,Stasissed Sword,A sword that absorbs its owner's Wakfu. 
4838,正义背包,如果你做了卑鄙下流的事，这只背包会离开你。在掏出武器前，请三思。
4985,扎手戒指,由刺蓟纤维制成。小心手指：戒指上有很多刺...
4988,刺蓟指环,把蓝蓟和荨麻编织在一起，效果完美！再挑剔的受虐狂也会喜欢的！
5002,练级加速戒指,新手向前冲！
5010,蓝蓟浓汤,味道好极了...好吧吗，起码能喝下去...呃，我得承认实际上很恶心。
5046,圣骑士皮靴,只有为了崇高理想而战斗的冒险者才配得上这双靴子。宝剑赠英雄，名靴送骑士。
5055,挑战物品,砰！
5066,增益物品,砰！
5071,气候增益物品,砰！
5169,棘木板,苦行僧必备，年轻唤兽师的卧榻。
5197,鸡毛掸魔杖,治愈者主妇参与女权运动时的武器，擦拭灰尘的同时也可以打打怪。多实用啊！
5309,绵球胸甲,柔软、崭新、干净...哦抱歉，一点也不干净。
5310,绵球护肩,仅仅靠刺鼻的臭气就可以躲过毁灭的命运。
5311,豆芙胸甲,难道没人告诉你黄色特别适合你吗？是的？令人惊讶的...
5313,[TEST] Monster Summon,
5316,黑装之戒,
5362,Goulificator,
5380,Renovamulet,This amulet will give all your mechanical inventions the revamp they need!
5406,芬里斯巨剑,强有力的宝剑，造型奇特。
5407,变异虫壳,从前，女宝藏猎人将变异虫壳敷在脸上，皱纹很快就消失了。眼睛鼻子嘴巴也没了...
5409,香蕉,啦啦啦，啦啦啦...香蕉！哇哦哦哦！
5410,旋鸟膏,幸福膏，幸福膏！吃过都说好，一口百病消，两口万事顺，三口赛神仙！
5411,旋鸟翅膀,总有捣蛋鬼喜欢戴上它来吓唬其他游泳的人。真好玩...当然，当他被海怪当做是活鱼的时候就不好玩了。
5412,旋鸟外壳,一只死去的旋鸟和一只死去的豆芙很相似，有时候很容易混淆。
5413,旋鸟精华,我们都知道旋鸟们满载着炙热的气体，现在枯木旋鸟的精华让我们知道了它的存在。
5422,Bagnara's Pick,Used in Amaknian prisons for years, this pick is the essential tool for breaking out of any prison on earth. Don't ask why the stick is that shape, prison can do strange things to the artistic temperament...  
5426,松木,要还是不要？一不小心就会陷入踌躇不决之中。
5433,乌黑羽毛,你得知道所有的猎人都是靠猎物的价值养家糊口的。这根羽毛毫无疑问是值钱的。
5434,乌鸦蛋,乌鸦也许是最聪明的鸟类，十分重视胎教...
5436,乌鸦血,很长一段时间里，只有布拉克玛人在他们的仪式上使用这种血液，而现在，只有最好的黑布丁们可以使用它。
5437,乌鸦嘴,原来你喜欢贝利。
5438,乌鸦爪,有了这个酸性的爪子，你在也不用担心你会抓不住你的敌人！
5439,炖乌鸦,乌鸦内脏肉质结实，口感丰富。为了能保证充分享受美食，千万不要去想乌鸦生前吃了些什么。
5440,芳香三叶草,又香又软，三倍厚度...随身携带以防不测。传统的冬青叶子可以淘汰了。
5441,笨蛋草莓,有些人满嘴甜言蜜语，试图用草莓挑起战争，美化野蛮。类似伎俩使用太过频繁，已经没人会上当了。
5442,笨蛋草莓叶子,由草莓叶泡出的茶是治疗风湿病的妙方。虽然你得先弯腰把它们捡起来...
5443,向日葵,这种花一直以来是文森特先生的标志。有一天他独自出门去寻找这种花，之后就再也没有回来...
5444,黄麻纤维,用于各种品味奇特的服装。让你看起来像个小土豆，也许你就该这么打扮！
5445,黄麻种子,能给你最爱的人留下深刻印象。
5446,鼻孔藻,无法忍受海草和海盐腐臭的气味？你该试试鼻孔藻！
5447,鼻孔粘液,一般人都觉得名如其物，这玩意儿一定是从绵球鼻孔里掏出来的。然而并非如此。
5449,石心,现在你找到了碎石者铁石心肠的证据！
5453,金雀花种子,看起来普普通通，但是能孕育出典雅的金雀花朵。
5461,血红紫水晶护符,提升创造力。骑士们拥有丰富想象力的原因就是因为他们整天都戴着这种水晶护符！
5462,棕色狂战士头带,用于掩盖油光光的头发，也可用作纸巾。\n狂战士专用。
5468,骸骨头盔,就算是勇士斯帕达，当年也没机会戴上这顶头盔。上面的宝石和铁板足够保证你的小脑袋安然无恙。
5474,2克拉蓝宝石,致密的蓝宝石，闪耀着神秘的光芒...也许只是一个倒影。
5476,猪奶,虽然气味刺鼻、难以下咽，却富含钙和蛋白质。没有什么比母乳喂养更好的了...
5491,卡玛外套,穿上这件外套，你再也不用怕宝藏猎人了。他们害怕乌龟！
5508,猪鬃,谁能想得到有一天你也用得到猪鬃？
